dropout_step
3
200
199
200
6
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
1
200
199
200
199
200
199
200
199
200
199
200
199
200
2
200
2
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
163
200
199
200
0
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
2
200
199
200
199
200
157
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
3
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
192
200
193
200
3
200
199
200
199
200
199
200
199
200
199
200
