dropout_step
199
200
82
200
199
200
199
200
199
200
199
200
114
200
109
200
1
200
86
200
199
200
87
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
95
200
1
200
71
200
199
200
199
200
120
200
126
200
199
200
136
200
199
200
199
200
113
200
199
200
199
200
199
200
199
200
152
200
133
200
85
200
109
200
96
200
0
200
106
200
199
200
85
200
104
200
92
200
75
200
199
200
121
200
109
200
132
200
137
200
2
200
101
200
119
200
199
200
199
200
0
200
199
200
120
200
199
200
0
200
123
200
199
200
184
200
199
200
199
200
162
200
199
200
199
200
94
200
0
200
199
200
83
200
91
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
118
200
131
200
199
200
199
200
120
200
199
200
199
200
199
200
199
200
199
200
3
200
120
200
199
200
65
200
199
200
108
200
