run,timestep,reward,engagement,dropout
0,0,0.84209020195022,1.0,
0,1,0.5915796055585023,1.0,
0,2,0.30469046907311936,1.0,
0,3,0.29606263993728144,1.0,
0,4,0.6549736673707762,1.0,
0,5,0.8466412097298658,1.0,
0,6,0.9099682343833384,1.0,
0,7,0.6567713741220025,1.0,
0,8,0.9946396312946623,1.0,
0,9,0.9715593946659781,1.0,
0,10,0.9484162094157266,1.0,
0,11,0.5371147852598105,1.0,
0,12,0.9852859027854,1.0,
0,13,0.9955578351341536,1.0,
0,14,0.9961600606653583,1.0,
0,15,0.9455304751093475,1.0,
0,16,0.7650439596917218,1.0,
0,17,0.5811609802208202,1.0,
0,18,1.0,1.0,
0,19,0.9276321697158705,1.0,
0,20,0.9569686859250389,1.0,
0,21,0.9821539054821161,1.0,
0,22,0.9366123743253091,1.0,
0,23,0.9713585629870592,1.0,
0,24,0.7660937847845571,1.0,
0,25,1.0,1.0,
0,26,0.9583318460089527,1.0,
0,27,0.9427938891131092,1.0,
0,28,0.9006117485295283,1.0,
0,29,0.9892348180730172,1.0,
0,30,0.9152103806180826,1.0,
0,31,0.9015884221499739,1.0,
0,32,0.9389826980243062,1.0,
0,33,0.9380549235534246,1.0,
0,34,0.9302804857261107,1.0,
0,35,0.9506137151718198,1.0,
0,36,0.9248897056582777,1.0,
0,37,0.8950993141074687,1.0,
0,38,0.9059838467900684,1.0,
0,39,0.9055865078016787,1.0,
0,40,0.9830122582016337,1.0,
0,41,0.8876132176011735,1.0,
0,42,0.9084457031713322,1.0,
0,43,0.9522439036201761,1.0,
0,44,0.8900478425640677,1.0,
0,45,0.853143038530662,1.0,
0,46,0.9197662614621557,1.0,
0,47,0.8987131943300952,1.0,
0,48,0.896397859937225,1.0,
0,49,0.8844395256529748,1.0,
0,50,0.9045370617405549,1.0,
0,51,0.8400517431233177,1.0,
0,52,0.8842690484671296,1.0,
0,53,0.8757282788783791,1.0,
0,54,0.8163065837311967,1.0,
0,55,0.9184536797513133,1.0,
0,56,0.9509259584625771,1.0,
0,57,0.9556956714085362,1.0,
0,58,0.9217093563958273,1.0,
0,59,0.9176621561371645,1.0,
0,60,0.9163459753272726,1.0,
0,61,0.9705818737292977,1.0,
0,62,0.8899800728263547,1.0,
0,63,0.9179141161173979,1.0,
0,64,0.9133181325579159,1.0,
0,65,0.9216664336720244,1.0,
0,66,0.9010565228141117,1.0,
0,67,0.848449238196543,1.0,
0,68,0.9069471089837856,1.0,
0,69,0.9218424765442529,1.0,
0,70,0.9024580541958409,1.0,
0,71,0.9015769335812835,1.0,
0,72,0.8973138638740145,1.0,
0,73,0.8986407994819423,1.0,
0,74,0.9191187874830662,1.0,
0,75,0.9452469888028774,1.0,
0,76,0.920604897098319,1.0,
0,77,0.8970844343690733,1.0,
0,78,0.8988783389820686,1.0,
0,79,0.9047569534682222,1.0,
0,80,0.8749009407679682,1.0,
0,81,0.8403983274871213,1.0,
0,82,0.9301044773951375,1.0,
0,83,0.9282826451405901,1.0,
0,84,0.8766541247373189,1.0,
0,85,0.858648574368973,1.0,
0,86,0.8731305229644601,1.0,
0,87,0.9302454172009904,1.0,
0,88,0.8405604054399558,1.0,
0,89,0.8579396162299298,1.0,
0,90,0.6868652308195249,1.0,
0,91,0.8897578680700777,1.0,
0,92,0.8877593179409656,1.0,
0,93,0.9009621295620742,1.0,
0,94,0.21176385711829046,1.0,
0,95,0.8724925313643895,1.0,
0,96,0.8852444678425946,1.0,
0,97,0.862249510908067,1.0,
0,98,0.89266347443262,1.0,
0,99,0.8892402356928123,1.0,
0,100,0.9033207766515946,1.0,
0,101,0.8812289802024905,1.0,
0,102,0.8372565719275633,1.0,
0,103,0.8480608650131523,1.0,
0,104,0.8939590346518262,1.0,
0,105,0.8765954524902707,1.0,
0,106,0.8245354523194451,1.0,
0,107,0.8266868744058037,1.0,
0,108,0.8199838760895516,1.0,
0,109,0.8080173650658152,1.0,
0,110,0.8694981514556361,1.0,
0,111,0.8488161097958504,1.0,
0,112,0.3546238530522986,1.0,
0,113,0.834862632339874,1.0,
0,114,0.8434232346146673,1.0,
0,115,0.862026989513211,1.0,
0,116,0.8299742479627756,1.0,
0,117,0.7682076991432685,1.0,
0,118,0.7838621471919994,1.0,
0,119,0.811734162590884,1.0,
0,120,0.7637307569090491,1.0,
0,121,0.7623810075391477,1.0,
0,122,0.7061945133019594,1.0,
0,123,0.7904225356880902,1.0,
0,124,0.7957697382669324,1.0,
0,125,0.7960712943071109,1.0,
0,126,0.7075467162166694,1.0,
0,127,0.7215013643813326,1.0,
0,128,0.725342808174733,1.0,
0,129,0.7389516081776136,1.0,
0,130,0.7107221332800864,1.0,
0,131,0.7046443386607777,1.0,
0,132,0.720424795222252,1.0,
0,133,0.7086966130586357,1.0,
0,134,0.6766194391396019,1.0,
0,135,0.6930902763769318,1.0,
0,136,0.6639784845305401,1.0,
0,137,0.6260162438758606,1.0,
0,138,0.6751159318120722,1.0,
0,139,0.6805212916577813,1.0,
0,140,0.5952950289690987,0.9988305994010256,
0,141,0.5680088800055517,0.9965198967593356,
0,142,0.6306034861847654,0.9957637822886446,
0,143,0.6612744370776692,0.9956044277882673,
0,144,0.6867599969192252,0.996007227695844,
0,145,0.6784147709685145,0.9961596708248994,
0,146,0.6435057589740687,0.9952648435941215,
0,147,0.6177735572098206,0.9935980503104161,
0,148,0.6624397009135562,0.9932712413378229,
0,149,0.0,0.9742712413378228,
0,150,0.0,0.9561502908551948,
0,151,0.6915465997967142,0.9584551479468137,
0,152,0.7618668405605298,0.9625493633244948,
0,153,0.6343138504675625,0.9624964410858636,
0,154,0.705396193995119,0.9642561453995233,
0,155,0.7041120870973583,0.9656578477397624,
0,156,0.0,0.9468168828812692,
0,157,0.4007201859808716,0.9398776441717241,
0,158,0.7333327713470326,0.9425972236632099,
0,159,0.7299415781378599,0.9448951956811034,
0,160,0.7412160441010879,0.9472109818736665,
0,161,0.7463436178633701,0.9494012904095676,
0,162,0.7299898523125634,0.9511009859789444,
0,163,0.7951562382646827,0.9547556731268849,
0,164,0.7198625714576868,0.9561515502706155,
0,165,0.7144307260209415,0.9573844720512438,
0,166,0.7463861242693546,0.9595760557793244,
0,167,0.7408197121668061,0.9616006471443286,
0,168,0.7442467322522037,0.9637280491118947,
0,169,0.7227781416145477,0.9652113933603311,
0,170,0.7510908573919843,0.9675441190820907,
0,171,0.7339611051540998,0.9693629522367136,
0,172,0.7574526505508403,0.9718865317532388,
0,173,0.7594976653171616,0.9744714617127537,
0,174,0.0,0.9554714617127537,
0,175,0.8152062258256954,0.9606106128544366,
0,176,0.736974900239368,0.963086095961754,
0,177,0.7588328136780326,0.9659010524979044,
0,178,0.7375998345260272,0.9678290475336851,
0,179,0.7346019368241696,0.9696671056384102,
0,180,0.7267933570551365,0.9712709063500643,
0,181,0.7101984283957554,0.972376859201937,
0,182,0.7397998687482636,0.9743708552643848,
0,183,0.6994181078436632,0.9751533984996947,
0,184,0.7306221050316014,0.9768720616506428,
0,185,0.0,0.9578720616506428,
0,186,0.7509236459386504,0.9610830786138533,
0,187,0.7474811670631303,0.9638729108549304,
0,188,0.7305565984903813,0.965836760055912,
0,189,0.688901163193645,0.9663037949517214,
0,190,0.7401224434735597,0.9683074682559282,
0,191,0.0,0.9493074682559282,
0,192,0.7124930990809983,0.9513627643628775,
0,193,0.0,0.9329244592913792,
0,194,0.8205513695205416,0.9387828842183893,
0,195,0.7530140582323394,0.9422946697643532,
0,196,0.7738107580437702,0.9461091682567342,
0,197,0.7711524781702659,0.9495236735544083,
0,198,0.7754884193996681,0.9527476880096875,
0,199,0.8383088915797099,0.9576969547570787,199.0
1,0,0.8099386862447523,1.0,
1,1,0.4684403793100763,1.0,
1,2,0.29962006203243297,1.0,
1,3,0.5022790511166475,1.0,
1,4,0.28951971832761364,1.0,
1,5,0.8108027530755576,1.0,
1,6,0.8621325492810927,1.0,
1,7,0.5548182848893911,1.0,
1,8,0.909298354970728,1.0,
1,9,0.8984824445011843,1.0,
1,10,0.312385230697112,1.0,
1,11,0.6439920579050618,1.0,
1,12,0.9821843508498277,1.0,
1,13,0.9979946384138898,1.0,
1,14,1.0,1.0,
1,15,0.9948418769207937,1.0,
1,16,1.0,1.0,
1,17,0.9802553458994389,1.0,
1,18,0.9718654373952249,1.0,
1,19,0.918967263465364,1.0,
1,20,0.980512963801403,1.0,
1,21,0.978255675123027,1.0,
1,22,0.6970397332809486,1.0,
1,23,0.9259486743075707,1.0,
1,24,0.9944913131286978,1.0,
1,25,1.0,1.0,
1,26,0.775343557072207,1.0,
1,27,0.979998327531769,1.0,
1,28,0.9264357634558128,1.0,
1,29,0.9746629290743869,1.0,
1,30,0.967481594496443,1.0,
1,31,0.9160667120815462,1.0,
1,32,0.9599413137827764,1.0,
1,33,0.9839346549181082,1.0,
1,34,0.9267667632739282,1.0,
1,35,0.9944959112274533,1.0,
1,36,0.917689477567751,1.0,
1,37,0.9303561199182865,1.0,
1,38,0.8773298956882513,1.0,
1,39,0.924617461878387,1.0,
1,40,0.9572081091299778,1.0,
1,41,0.8751188555346229,1.0,
1,42,0.9095473566442082,1.0,
1,43,0.9157246017559925,1.0,
1,44,0.9123438020726923,1.0,
1,45,0.8693287993393489,1.0,
1,46,0.9485945469038319,1.0,
1,47,0.9245149743287511,1.0,
1,48,0.24665242581364266,1.0,
1,49,0.8581220624094921,1.0,
1,50,0.9114317164199157,1.0,
1,51,0.9284340122340724,1.0,
1,52,0.9522615801054074,1.0,
1,53,0.885647410314197,1.0,
1,54,0.955478385962694,1.0,
1,55,0.8584555228787829,1.0,
1,56,0.9142925169898424,1.0,
1,57,0.8865762057995957,1.0,
1,58,0.8817704950820968,1.0,
1,59,0.9012498277211167,1.0,
1,60,0.868327886081047,1.0,
1,61,0.9197664695398138,1.0,
