dropout_step
3
200
199
200
6
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
117
200
199
200
199
200
93
200
199
200
173
200
199
200
83
200
199
200
173
200
199
200
175
200
173
200
199
200
199
200
2
200
2
200
137
200
199
200
199
200
199
200
199
200
102
200
199
200
199
200
199
200
171
200
199
200
199
200
167
200
100
200
199
200
199
200
105
200
146
200
199
200
199
200
199
200
199
200
199
200
199
200
158
200
115
200
199
200
199
200
113
200
199
200
2
200
199
200
199
200
91
200
199
200
199
200
123
200
199
200
199
200
199
200
199
200
199
200
3
200
199
200
199
200
199
200
184
200
199
200
199
200
199
200
110
200
199
200
173
200
199
200
199
200
199
200
199
200
126
200
199
200
199
200
199
200
199
200
199
200
3
200
199
200
199
200
199
200
122
200
199
200
