dropout_step
176
200
199
200
199
200
1
200
199
200
2
200
154
200
163
200
199
200
194
200
199
200
199
200
199
200
199
200
199
200
199
200
170
200
199
200
179
200
1
200
155
200
199
200
199
200
174
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
0
200
199
200
199
200
195
200
199
200
199
200
169
200
199
200
199
200
199
200
148
200
1
200
158
200
199
200
199
200
180
200
199
200
199
200
152
200
199
200
199
200
106
200
199
200
127
200
165
200
199
200
134
200
199
200
2
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
129
200
174
200
199
200
172
200
199
200
96
200
199
200
199
200
199
200
199
200
1
200
1
200
120
200
183
200
199
200
111
200
199
200
199
200
199
200
199
200
133
200
199
200
127
200
0
200
199
200
199
200
199
200
109
200
108
200
199
200
