Agent,MeanReward,StdReward,MeanEngagement,StdEngagement
bootstrapped_dqn,0.5097417056195855,0.14296684639229634,0.8912579542282271,0.15086629456769776
linucb,0.57078419642674,0.12203821342640182,0.975661495204674,0.05552030074621383
neural_ts,0.3460954235651441,0.14314592180163851,0.7755429796292532,0.19071677196288786
random,0.5037139371471462,0.13869223439477144,0.889764909169783,0.13339800851240832
