Agent,MeanReward,StdReward,MeanEngagement,StdEngagement
bootstrapped_dqn,0.5468574516232256,0.11665533684485507,0.8792408822422628,0.16325926702931648
linucb,0.5666959479031213,0.11883229341571236,0.9386015550541835,0.10563185386164087
neural_ts,0.400483311002572,0.13037439789384886,0.7199983000512329,0.20415553782738333
random,0.5535760393159205,0.11811015401332567,0.9007424132402276,0.1346147985597722
