dropout_step
3
200
199
200
6
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
1
200
190
200
199
200
199
200
199
200
199
200
199
200
2
200
2
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
163
200
199
200
0
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
2
200
199
200
199
200
176
200
199
200
199
200
199
200
199
200
199
200
199
200
188
200
199
200
3
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
199
200
3
200
199
200
199
200
199
200
199
200
199
200
