dropout_step
3
200
199
200
199
200
199
200
197
200
166
200
199
200
199
200
1
200
199
200
199
200
199
200
132
200
112
200
199
200
199
200
99
200
74
200
72
200
199
200
199
200
110
200
1
200
60
200
199
200
199
200
124
200
199
200
199
200
199
200
103
200
135
200
104
200
112
200
87
200
199
200
68
200
199
200
199
200
186
200
199
200
199
200
0
200
90
200
199
200
101
200
74
200
131
200
80
200
184
200
95
200
99
200
199
200
110
200
2
200
199
200
90
200
199
200
199
200
0
200
75
200
199
200
151
200
0
200
115
200
138
200
199
200
98
200
86
200
199
200
93
200
199
200
99
200
0
200
199
200
199
200
69
200
199
200
199
200
105
200
199
200
88
200
199
200
199
200
168
200
106
200
133
200
199
200
199
200
159
200
98
200
116
200
86
200
199
200
3
200
199
200
199
200
3
200
77
200
199
200
