run,timestep,reward,engagement,dropout
0,0,0.39381479474335673,1.0,
0,1,0.38805087387357545,1.0,
0,2,0.31705625293194545,1.0,
0,3,0.9588313507525641,1.0,
0,4,0.6754355874468967,1.0,
0,5,0.3456199750315659,1.0,
0,6,1.0,1.0,
0,7,0.9969482125892817,1.0,
0,8,1.0,1.0,
0,9,0.6958651516528821,1.0,
0,10,1.0,1.0,
0,11,0.6163650631064846,1.0,
0,12,0.784397218401168,1.0,
0,13,0.6660522619780506,1.0,
0,14,0.40210581855076266,1.0,
0,15,0.7222350560322308,1.0,
0,16,0.7656060369647396,1.0,
0,17,1.0,1.0,
0,18,0.7275717853932905,1.0,
0,19,0.6856215335165464,1.0,
0,20,0.7401279093759499,1.0,
0,21,0.2857721522516827,1.0,
0,22,1.0,1.0,
0,23,0.7469493433491103,1.0,
0,24,0.3139658150763851,1.0,
0,25,0.33809681726100027,1.0,
0,26,1.0,1.0,
0,27,0.32035198287724537,1.0,
0,28,1.0,1.0,
0,29,0.331623921935748,1.0,
0,30,0.3094225001016383,1.0,
0,31,0.8619072434875936,1.0,
0,32,1.0,1.0,
0,33,1.0,1.0,
0,34,0.8438596753726862,1.0,
0,35,0.6526368656296277,1.0,
0,36,0.7233734022817202,1.0,
0,37,0.8388543198528683,1.0,
0,38,0.7876592143318093,1.0,
0,39,0.376894872743995,1.0,
0,40,0.38253886161300654,1.0,
0,41,0.8016522061728973,1.0,
0,42,1.0,1.0,
0,43,0.9323202244248864,1.0,
0,44,0.9026925659061654,1.0,
0,45,1.0,1.0,
0,46,1.0,1.0,
0,47,0.3265935985672962,1.0,
0,48,1.0,1.0,
0,49,1.0,1.0,
0,50,0.3312762068523886,1.0,
0,51,1.0,1.0,
0,52,0.2985053619767857,1.0,
0,53,0.8424616396147437,1.0,
0,54,0.8958627655957507,1.0,
0,55,1.0,1.0,
0,56,0.9912738202569509,1.0,
0,57,0.36143599796545833,1.0,
0,58,1.0,1.0,
0,59,0.9737588824296373,1.0,
0,60,0.9888978071981769,1.0,
0,61,0.9152910930125101,1.0,
0,62,0.27437510521344094,1.0,
0,63,1.0,1.0,
0,64,0.32989460204549825,1.0,
0,65,1.0,1.0,
0,66,0.6968362861322829,1.0,
0,67,0.6805496123279179,1.0,
0,68,1.0,1.0,
0,69,1.0,1.0,
0,70,1.0,1.0,
0,71,0.3326011592603673,1.0,
0,72,1.0,1.0,
0,73,1.0,1.0,
0,74,0.34932248290339796,1.0,
0,75,0.2766397198467132,1.0,
0,76,1.0,1.0,
0,77,1.0,1.0,
0,78,1.0,1.0,
0,79,1.0,1.0,
0,80,0.35620674361911087,1.0,
0,81,1.0,1.0,
0,82,0.3567959997650232,1.0,
0,83,0.6342358668392996,1.0,
0,84,1.0,1.0,
0,85,0.6919369635105896,1.0,
0,86,0.3199247399901326,1.0,
0,87,0.33800564110047115,1.0,
0,88,0.3113600777226846,1.0,
0,89,0.6435239957550535,1.0,
0,90,1.0,1.0,
0,91,1.0,1.0,
0,92,0.31326939762197326,1.0,
0,93,0.2821969288961738,1.0,
0,94,0.30640794149006906,1.0,
0,95,0.3695132362596132,1.0,
0,96,0.30140014584274943,1.0,
0,97,0.27429467913806727,1.0,
0,98,1.0,1.0,
0,99,1.0,1.0,
0,100,0.2951207716709628,1.0,
0,101,0.2928260317029268,1.0,
0,102,1.0,1.0,
0,103,1.0,1.0,
0,104,0.34129285457902814,1.0,
0,105,0.293987838919399,1.0,
0,106,1.0,1.0,
0,107,0.6435319744608448,1.0,
0,108,1.0,1.0,
0,109,1.0,1.0,
0,110,0.25057723173698504,1.0,
0,111,1.0,1.0,
0,112,0.26599827262514936,1.0,
0,113,0.6674206771899397,1.0,
0,114,1.0,1.0,
0,115,0.7069522051284124,1.0,
0,116,1.0,1.0,
0,117,0.29762731783314655,1.0,
0,118,0.3344488130833715,1.0,
0,119,1.0,1.0,
0,120,1.0,1.0,
0,121,1.0,1.0,
0,122,1.0,1.0,
0,123,1.0,1.0,
0,124,1.0,1.0,
0,125,0.29234098250779417,1.0,
0,126,1.0,1.0,
0,127,1.0,1.0,
0,128,1.0,1.0,
0,129,0.3219984665150257,1.0,
0,130,1.0,1.0,
0,131,1.0,1.0,
0,132,0.6580190803831668,1.0,
0,133,1.0,1.0,
0,134,0.3545834978458726,1.0,
0,135,0.30451392251415005,1.0,
0,136,1.0,1.0,
0,137,0.6840187833349283,1.0,
0,138,1.0,1.0,
0,139,0.6522749381044098,1.0,
0,140,0.3283326498454408,1.0,
0,141,1.0,1.0,
0,142,0.3040813298528443,1.0,
0,143,0.31270225617387415,1.0,
0,144,0.28348209637496863,1.0,
0,145,0.26932069505938494,1.0,
0,146,0.2628275905906794,1.0,
0,147,1.0,1.0,
0,148,1.0,1.0,
0,149,1.0,1.0,
0,150,1.0,1.0,
0,151,0.29346389511560805,1.0,
0,152,0.3002161101987621,1.0,
0,153,1.0,1.0,
0,154,0.29309444677409374,1.0,
0,155,1.0,1.0,
0,156,0.6098114537729448,1.0,
0,157,0.6273127563557211,1.0,
0,158,0.34228430190939985,1.0,
0,159,0.3417506454474805,1.0,
0,160,1.0,1.0,
0,161,0.6547906141052656,1.0,
0,162,0.6565149075033866,1.0,
0,163,0.6689147170273452,1.0,
0,164,1.0,1.0,
0,165,1.0,1.0,
0,166,0.25107692630362594,1.0,
0,167,0.26313929876103287,1.0,
0,168,1.0,1.0,
0,169,0.29788933507400667,1.0,
0,170,1.0,1.0,
0,171,0.30157837286244304,1.0,
0,172,1.0,1.0,
0,173,0.33101275780528894,1.0,
0,174,1.0,1.0,
0,175,1.0,1.0,
0,176,1.0,1.0,
0,177,0.9782659440219724,1.0,
0,178,1.0,1.0,
0,179,1.0,1.0,
0,180,1.0,1.0,
0,181,1.0,1.0,
0,182,0.32658971931774505,1.0,
0,183,1.0,1.0,
0,184,1.0,1.0,
0,185,1.0,1.0,
0,186,1.0,1.0,
0,187,1.0,1.0,
0,188,1.0,1.0,
0,189,1.0,1.0,
0,190,1.0,1.0,
0,191,0.34183207621185757,1.0,
0,192,0.2905378941593457,1.0,
0,193,1.0,1.0,
0,194,1.0,1.0,
0,195,0.2578410574793444,1.0,
0,196,1.0,1.0,
0,197,1.0,1.0,
0,198,1.0,1.0,
0,199,1.0,1.0,199.0
1,0,0.34224080102982374,1.0,
1,1,0.9852869458828003,1.0,
1,2,0.3196438307550384,1.0,
1,3,1.0,1.0,
1,4,0.2782351474633866,1.0,
1,5,1.0,1.0,
1,6,0.3265352406652654,1.0,
1,7,0.3648603354093607,1.0,
1,8,1.0,1.0,
1,9,0.5846927139446256,1.0,
1,10,1.0,1.0,
1,11,0.6115844767547264,1.0,
1,12,0.724710641664973,1.0,
1,13,1.0,1.0,
1,14,0.3443020070644431,1.0,
1,15,0.36038153031765324,1.0,
1,16,0.6942490542227717,1.0,
1,17,1.0,1.0,
1,18,0.6868963274491805,1.0,
1,19,0.7104460984962384,1.0,
1,20,0.3743892778813272,1.0,
1,21,1.0,1.0,
1,22,0.7374840372053747,1.0,
1,23,0.7219760679998597,1.0,
1,24,0.7820535803918413,1.0,
1,25,0.7172254816621266,1.0,
1,26,0.7448732950289386,1.0,
1,27,0.7506107705908702,1.0,
1,28,1.0,1.0,
1,29,0.7852616076643496,1.0,
1,30,0.7039809006253316,1.0,
1,31,0.32489204472594824,1.0,
1,32,0.3023979953180105,1.0,
1,33,0.2949081241741191,1.0,
1,34,0.3327947580801479,1.0,
1,35,0.7682011601923482,1.0,
1,36,0.9666139500941631,1.0,
1,37,0.7240004825055052,1.0,
1,38,1.0,1.0,
1,39,0.2720301994979667,1.0,
1,40,0.29642057970153135,1.0,
1,41,0.7004932644526567,1.0,
1,42,0.744517150039029,1.0,
1,43,0.6926742744156882,1.0,
1,44,0.28816352940328965,1.0,
1,45,0.330430044453356,1.0,
1,46,1.0,1.0,
1,47,1.0,1.0,
1,48,1.0,1.0,
1,49,0.8286803946969993,1.0,
1,50,0.8329462997206338,1.0,
1,51,0.7810861664080897,1.0,
1,52,1.0,1.0,
1,53,0.8291633605577359,1.0,
1,54,1.0,1.0,
1,55,0.36459551580374905,1.0,
1,56,0.31540225766421875,1.0,
1,57,0.2452861467529977,1.0,
1,58,1.0,1.0,
1,59,0.6937035608107489,1.0,
1,60,1.0,1.0,
1,61,1.0,1.0,
1,62,1.0,1.0,
1,63,1.0,1.0,
1,64,0.8001647490181459,1.0,
1,65,1.0,1.0,
1,66,1.0,1.0,
1,67,0.6954190478227497,1.0,
1,68,0.2849246429281439,1.0,
1,69,0.26349209521203365,1.0,
1,70,0.8500675779018618,1.0,
1,71,0.2658795202928611,1.0,
1,72,0.8553621144260231,1.0,
1,73,1.0,1.0,
1,74,0.30983260730283757,1.0,
1,75,1.0,1.0,
1,76,1.0,1.0,
1,77,1.0,1.0,
1,78,1.0,1.0,
1,79,1.0,1.0,
1,80,0.8843273329920293,1.0,
1,81,1.0,1.0,
1,82,1.0,1.0,
1,83,1.0,1.0,
1,84,0.9441292802007747,1.0,
1,85,1.0,1.0,
1,86,1.0,1.0,
1,87,1.0,1.0,
1,88,1.0,1.0,
1,89,1.0,1.0,
1,90,1.0,1.0,
1,91,0.6387918336879258,1.0,
1,92,1.0,1.0,
1,93,1.0,1.0,
1,94,1.0,1.0,
1,95,1.0,1.0,
1,96,1.0,1.0,
1,97,1.0,1.0,
1,98,0.3181754549889549,1.0,
1,99,0.2597482479080614,1.0,
1,100,1.0,1.0,
1,101,1.0,1.0,
1,102,1.0,1.0,
1,103,1.0,1.0,
1,104,1.0,1.0,
1,105,0.31478719789074827,1.0,
1,106,0.33418554528703254,1.0,
1,107,0.6180732001599609,1.0,
