t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t157,t158,t159,t160,t161,t162,t163,t164,t165,t166,t167,t168,t169,t170,t171,t172,t173,t174,t175,t176,t177,t178,t179,t180,t181,t182,t183,t184,t185,t186,t187,t188,t189,t190,t191,t192,t193,t194,t195,t196,t197,t198,t199
0.9973432733028244,0.9954159715134926,0.9932471037263466,0.9916009685791985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9963055326255672,0.9929417172226229,0.9916943203031747,0.9894062085229369,0.9868005051686264,0.9820970706635848,0.9801217611519834,0.9770435887811468,0.9752366748201109,0.9731234882620191,0.9712981040232915,0.9693775539767898,0.9702095224958069,0.9689660432872921,0.9700284630347202,0.9687759376659478,0.9680774109553004,0.9666289478499708,0.9658749844121483,0.9664891602892619,0.9657154104414983,0.9660215345789318,0.9666787160977708,0.9673809074050271,0.967431514038599,0.9672923620807867,0.9687385885066675,0.9688887020342231,0.9694926043881772,0.9699891185344818,0.9709862539912001,0.9710022942985981,0.9721537891002731,0.9735636806857925,0.9744046888760317,0.9749553923429608,0.9759020629453922,0.9772696775349955,0.9794059166053568,0.9818428658818446,0.9840205781750416,0.9852135716696457,0.9879135371431804,0.9896786728219035,0.9915072380017693,0.9946491821546698,0.9959209409136838,0.9987745596650576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9985557597617163,0.9983835588885934,0.9979126772403564,0.9983836567424775,0.9982609896588799,0.9980581740531793,0.9976022894007885,0.9974302528124758,0.9981980289812779,0.9976251687659177,0.9974703462716319,0.9977405917766622,0.9964941274575397,0.994767000964917,0.9942863521962342,0.9927042256137377,0.9909843670011936,0.9898757024482215,0.9873256465270479,0.9850594086501497,0.9821972809144294,0.9798019581742458,0.9776879156563512,0.9743671656984704,0.9733327761158307,0.9720789919391128,0.9701530177230842,0.9669355091706963,0.96401940111924,0.9608217880185286,0.9576568381625221,0.9538808973109667,0.9501436576423018,0.9454212747621588,0.9414358090828665,0.9366118293240887,0.9309468331925096,0.9277979170055897,0.9253212211330568,0.921949903654094,0.9191048891904434,0.9190016396722684,0.9182742615906508,0.9173446591104996,0.916170665116634,0.9160960558067098,0.9161772232659282,0.9156115485948911,0.9148724597208507,0.9146754577047874,0.9131113354656277,0.9117121981280264,0.9102470088623174,0.9090044170148002,0.9067546226750295,0.9043372798999912,0.8999692967257334,0.8961532647987421,0.8922840118713917,0.8900994381672116,0.8873458299552154,0.8840517513608,0.8790160061195972,0.8748828420434096,0.8720321891206043,0.8669705069919514,0.862559939290485,0.8574053632627019,0.8516499309710792,0.8471217694430426,0.8413539853582627,0.8367286129977299,0.8307928138596455
0.9958178967161256,0.9926828364814669,0.9890431970883071,0.9851288498547981,0.9828221166931064,0.9797833736205297,0.9773013355828837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9998894942948824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9949464405723526,0.9888470418791249,0.9826997967564532,0.9769305061605505,0.9727525993174458,0.9683587968658139,0.9632045398352697,0.9579284132041674,0.9511181524957948,0.9467141969737586,0.9414989658154631,0.9362183669512154,0.930454625508032,0.9254818638299899,0.9210621532875005,0.9169278353887937,0.9126129672697109,0.909171286979107,0.9038981246453508,0.899625088345021,0.896025372072193,0.8911236158814255,0.885616414483727,0.8814615664742473,0.8768410986017028,0.8732917527556929,0.8702826308858642,0.8658842054341951,0.8621265384972816,0.859121675974383,0.8558848272282229,0.8535153999969306,0.8503791821561291,0.8472352636703273,0.8455598909900639,0.8445171071437607,0.8444679176275381,0.8432166064219666,0.8439377143640814,0.8436769964754225,0.8432474747929686,0.8443242186916492,0.8458928185837475,0.8463772300438613,0.8472474993544493,0.8484388316018042,0.8497398698841387,0.8514814077990629,0.8513414652286383,0.851872427005989,0.8528488003850753,0.854647005557501,0.8553989197419566,0.8574568474641047,0.8588947476585593,0.8604422102796204,0.8607169529789392,0.8623945464192878,0.8634559705192011,0.8652496342173553,0.8678114164181727,0.8713251826616408,0.8742500781270414,0.8778796652901829,0.8797431842376785,0.8837243866984125,0.8862172042227163,0.8886996415045563,0.8912991651093649,0.8946165111861226,0.8982854555636725,0.9002387219318658,0.9024029769163849,0.9041267571556313,0.9059004629675238,0.9072139043670674,0.9096054036292679,0.9111130819900527,0.9132966598640637,0.9165825387012956,0.9195022028460964,0.9219487012415545,0.9241180389758045,0.9261243238135862,0.9276273992916373,0.9292772658264394,0.9307106283802069,0.930764684174171,0.9323461461960902,0.9330956900096994,0.9337094658938118,0.9338963357303244,0.9351508432249135,0.9357988622484502,0.936544267248396,0.9368634935913914,0.9366908694989742,0.9363112715140679,0.9356567350551165,0.9368034028646227,0.9368071806902332,0.9376916563971076,0.9389522572148575,0.9400591793399807,0.9405418013676716,0.9402585126730837,0.939555633730581,0.9417060639783843,0.9421888892746909,0.9428837095250997,0.9436125084161454,0.9463379421388768,0.9480719434090522,0.9507895520153887,0.9524870075442535,0.9565730158937119,0.959650281748163,0.9642154103225035,0.968931268086637,0.9728656383441368,0.977701475570902,0.983114969776947,0.9893702750128024,0.995024217846433,0.9998214150012568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9988166552187845,0.9976284170633756,0.9962537068769438,0.9956618380435732,0.9932629904224649,0.9918207981026641,0.9893444754871991,0.9883339820047028,0.9866760769977835,0.9838695789053412,0.9804341500200127,0.977051254542624,0.9730401560584816,0.9705852491716513
0.9979198917057898,0.9965141546674203,0.9942669845610299,0.9930293667913683,0.9912569828115736,0.9901103113612757,0.9885431235626568,0.9866110854878859,0.9853351398412654,0.9848077214687885,0.9826627253297875,0.9813020887488387,0.9797707633729242,0.9778611154104414,0.9765746400065747,0.9752973632784646,0.9743748388977056,0.973027771399495,0.9717122276811555,0.9704711735865679,0.9686179115685157,0.9672904074454725,0.9671435249684582,0.9655739995726839,0.9652449449801145,0.9652664873322068,0.9648962459472322,0.964473975825698,0.9652169223301368,0.9654292243938294,0.9658717141062283,0.9654875729588571,0.9649809752382565,0.9648963130859233,0.9653820283179305,0.9648742870374868,0.9650454663162866,0.9644017717469412,0.9644437839814924,0.9641340124411089,0.9640550174972048,0.9639516888365076,0.9646915666407668,0.9656535695162078,0.9662666538896626,0.9690987793378494,0.970779676971476,0.972661958054021,0.9741657019792158,0.9763803834890018,0.9781078144801998,0.9803201559320895,0.9818850324635678,0.9844623586607897,0.9862448119447043,0.9886904610441273,0.9909515706834848,0.9921127137089053,0.99453429505409,0.9967213830494496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9986130927526815,0.9987758081239473,0.9975834928060726,0.9967020171635343,0.9957814295529427,0.9945590562148774,0.9938712915223235,0.9921542345923705,0.9909320686312357,0.9893318316900394,0.9870738005269656,0.9847088873391923,0.981843578430992,0.9784412972231326,0.9739768921670265,0.9729689527682458,0.9712747309512089,0.969813751952254,0.9671533394114028,0.9654920833380342,0.9640498230472212,0.9594296745486357,0.9565590395320938,0.9552497394780692,0.9538170318812746,0.9508410601885839,0.9475529441031019,0.9438061922236504,0.9402223985193114,0.93756646272463,0.9347967460398243,0.9312798064922801,0.9275266866428709,0.9245949996888392,0.9203749802164457,0.917473627525658,0.9139184548796018,0.9104996103373602,0.9066420832438781,0.9035111654355741,0.901778977591177,0.8981022508013753,0.893330542851481,0.888792717482355,0.8853505483083216,0.8822430451962422,0.8787121872337202,0.8749351075564131,0.8696764213569937,0.8628860040794077,0.858310585119492,0.8541235563140638,0.8485782147353509,0.8437013554514559,0.8399730810617383,0.8363046406432152,0.8325505020305775,0.8287030622400107,0.825128559819374,0.8197594232066622,0.8151032509581149,0.8094729557567611,0.8043522097019715,0.7992243944036573,0.7942206107650535,0.7890532998438502,0.7843098127926958,0.7795905724535949,0.7741661780989323,0.7685054735010123,0.7626960479115088,0.7559561531958635,0.7508321745965489,0.7457595114567204,0.7410510835877078,0.7359539602745129,0.7309805279259357,0.7248481315459302,0.7195640987402652,0.7149496863235262,0.7084792042928276,0.7033592533554757,0.6974498277472418,0.6905709120796452,0.6839145878190419,0.6792160641917038,0.672848824578082,0.6674751000722299,0.6633452196957637,0.6581377706160689,0.6529510453823499,0.6474264543210403,0.6403901773789001,0.6343402486023729,0.6278323743393848,0.6210563493514243,0.6156288130503702,0.6097515578737768,0.6041437690060155,0.5980024665661298,0.5918030035844725,0.5853314333956808,0.5796708713915306,0.5730999814341953,0.5655764631424506,0.5582747125170244,0.5511015140284286,0.5447523907709957,0.5389145630549887,0.5329233002152767,0.5251968687283237,0.5178329646241716,0.5108370886387562,0.5028088586004362,0.49486941346754415,0.4878342987316551,0.4803086160246672,0.47221200830430815,0.4639514435535638,0.4559442773061466,0.44731083686123696,0.4393245020292935,0.43119783804926765,0.4232347265419941,0.414825363164225,0.40693245104261383,0.3979403572145683,0.38870797375393307
1.0,1.0,1.0,1.0,1.0,1.0,0.9994898613583982,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999981541984685,0.999558595774424,1.0,1.0,1.0,1.0,1.0,1.0,0.9988932587724071,0.9980426372243948,0.9973964276917907,0.9949347550253483,0.994893761972833,0.9946769861120353,0.994094595390415,0.9936443079765561,0.9941156503873414,0.9934577112048782,0.9927813693679689,0.9920781479848754,0.9912558981365858,0.9886219382513429,0.987407245416092,0.9859992611377664,0.9849700098155464,0.9832404926009024,0.982854040790943,0.9815406574191429,0.9802739464178665,0.977485956106317,0.9748927503833232,0.9714577341441023,0.9705228672867167,0.9690652505406178,0.9662768564193612,0.9621612609584362,0.9586019485225287,0.9551555792687979,0.9530032887610088,0.9496588472214377,0.9450379745545463,0.9422989277196476,0.9377543590018957,0.9344789727825551,0.9304643356563218,0.9250079205665128,0.9199255409903561,0.9147884285478578,0.9104390821900493,0.905296680698905,0.8993611809900013,0.8935305515488515,0.8895948759858702,0.8847515693600128,0.879610338043095,0.8735544476494786,0.86720923042633,0.8618712667888014,0.8564115329634369,0.8500757332856992,0.8441272876269451,0.8365783414483368,0.8288564780432115,0.8221699000356196,0.8148589650846911,0.8085543250513926,0.8022368524958008,0.794512156857814,0.7879638215266846,0.7805670479981534,0.7728277280261007,0.7661454941980859,0.7589837830432176,0.7500802051188803,0.7421017663842148,0.7328264992533721,0.7238308416176895,0.7143659699432227,0.7051814819754048
