Agent,MeanReward,StdReward,MeanEngagement,StdEngagement
Random,0.5535760393159205,0.11811015401332565,0.9007424132402276,0.1346147985597722
LinUCB,0.5666959479031213,0.11883229341571236,0.9386015550541835,0.10563185386164085
Bootstrapped DQN,0.5468574516232256,0.11665533684485507,0.8792408822422628,0.16325926702931645
Neural TS,0.40048331100257206,0.13037439789384883,0.7199983000512329,0.20415553782738333
