Agent,MeanReward,StdReward,MeanEngagement,StdEngagement
bootstrapped_dqn,0.5448999492960431,0.11596472867011462,0.8809920667264686,0.14943587163849187
linucb,0.5654450318086474,0.11861025089871911,0.9328803985342473,0.1141948573821411
neural_ts,0.4304695324373708,0.12892391071763398,0.7916608604094715,0.19084215889473558
random,0.5535414185390007,0.11810025893847055,0.9007184000168057,0.13460404422964709
